index,word,mean,weight,last_attempt_date,t,s,forget_times,probability
571,demoralize,使士气低落：dishearten；贬低，使堕落：lower in character,0,04/12/2020,0,0,0,0
572,demotic,通俗的，大众化的：common,0,04/12/2020,0,0,0,0
573,demur,"表示异议，反对：opposition, objection；犹豫：doubt acceptability qualm",0,04/12/2020,0,0,0,0
574,denigrate,诋毁，污蔑：scornfully,0,04/12/2020,0,0,0,0
575,denouement,（小说的）结局：final resolution,0,04/12/2020,0,0,0,0
576,denounce,公开指责：public or formal disapproval；宣称…道德上错误、可耻：morally wrong,0,04/12/2020,0,0,0,0
577,dent,凹陷，凹痕：depression；（数量，程度上）削弱：make smaller,0,04/12/2020,0,0,0,0
578,denude,脱去，使赤裸：bare,0,04/12/2020,0,0,0,0
579,deplete,耗尽，使衰竭：make complete use,0,04/12/2020,0,0,0,0
580,deplore,哀悼：sorrow,0,04/12/2020,0,0,0,0
581,deploy,（有目的地）展开；调度，部署：spread out,0,04/12/2020,0,0,0,0
582,deportation,放逐：removal from a country,0,04/12/2020,0,0,0,0
583,depose,宣誓作证：testify；废黜，罢免：remove from a throne；摆放：arrange,0,04/12/2020,0,0,0,0
584,deposit,自然积累，沉积，矿藏：accumulation；存钱：put in account,0,04/12/2020,0,0,0,0
585,depravity,"道德败坏：immoral, harmful or offensive",0,04/12/2020,0,0,0,0
586,deprecate,不喜欢：unfavorable opinion；贬低，轻视：express scornfully；降低…的重要性，使低调：play down,0,04/12/2020,0,0,0,0
587,depreciate,"贬低…的价值：lower value；轻视：lower estimation, esteem",0,04/12/2020,0,0,0,0
588,depressed,不开心的，情绪不高的，消沉的：unhappiness；生活境况悲催的：healthful environment,0,04/12/2020,0,0,0,0
589,deprivation,匮乏：privation,0,04/12/2020,0,0,0,0
590,deracinate,根除：pull out ,0,04/12/2020,0,0,0,0
591,derelict,"玩忽职守的，不认真的：lacking duty, carelessly；被社会遗弃的人：social misfit",0,04/12/2020,0,0,0,0
592,deride,嘲弄，嘲笑：contemptuous mirth,0,04/12/2020,0,0,0,0
593,derivative,非原创的：originality,0,04/12/2020,0,0,0,0
594,descend,下降：downward；世代相传：pass by inheritance,0,04/12/2020,0,0,0,0
595,descendant,后代：deriving directly from,0,04/12/2020,0,0,0,0
596,desecrate,亵渎，玷污：treat shamefully,0,04/12/2020,0,0,0,0
597,desiccate,使（食物）脱水以保存，使干燥：drying；使缺乏活力：deprive vitality,0,04/12/2020,0,0,0,0
598,designate,任命：to pick for a specific position or duty；命名：give a name to,0,04/12/2020,0,0,0,0
599,despicable,令人鄙视的：loathing and disgust；不荣耀的，不得体的：not honor,0,04/12/2020,0,0,0,0
600,despise,极其不喜欢的：dislike strongly,0,04/12/2020,0,0,0,0
601,despotic,专制的，暴虐的：tyrannical,0,04/12/2020,0,0,0,0
602,desultory,无计划的，无目的的：lacking plan；令人失望的：disappointing,0,04/12/2020,0,0,0,0
603,detach,使分离：separate,0,04/12/2020,0,0,0,0
604,detain,"拘留，扣留：hold, keep",0,04/12/2020,0,0,0,0
605,deter,"吓住，威慑：prevent, discourage",0,04/12/2020,0,0,0,0
606,deterioration,恶化，堕落：sinking,0,04/12/2020,0,0,0,0
607,detour,偏离正常标准：away from standard；改变方向或者路线，绕道：change direction,0,04/12/2020,0,0,0,0
608,detract,贬低，降低价值：diminish；使分心：draw attention,0,04/12/2020,0,0,0,0
609,detritus,"废品，碎屑，遗骸：product disintegration, destruction, debris",0,04/12/2020,0,0,0,0
610,devoted,"投入的，忠诚的：loyalty, devotion；示爱的，恩爱的：love",0,04/12/2020,0,0,0,0
611,devout,（对于宗教）虔诚的：devoted to religion；忠诚的：allegiance,0,04/12/2020,0,0,0,0
612,dexterous,"动作灵活的：ready, skilled；头脑灵活的：mentally adroit, skillful",0,04/12/2020,0,0,0,0
613,diabolic,恶魔一般的：devil,0,04/12/2020,0,0,0,0
614,diaphanous,"模糊的；非实在的：vague insubstantial；（质地精致得）几乎透明的：transparent, translucent",0,04/12/2020,0,0,0,0
615,diatribe,"长篇抨击性演讲：long scolding；挖苦，讽刺的指责：ironic, satirical",0,04/12/2020,0,0,0,0
616,didactic,喜欢说教的：teach,0,04/12/2020,0,0,0,0
617,diehard,"顽固的，保守的／顽固的人，保守的人：determined, devoted/opposes change, refuses new ideas",0,04/12/2020,0,0,0,0
618,diffident,不自信的：lack self-confidence；内向的：reserved,0,04/12/2020,0,0,0,0
619,diffuse,"啰嗦的：verbose；不集中的，扩散的：not concentrated；扩展，散开：extend, scatter",0,04/12/2020,0,0,0,0
620,digress,脱离主题：turn aside main subject,0,04/12/2020,0,0,0,0
621,dilapidate,（使）荒废：ruin,0,04/12/2020,0,0,0,0
622,dilate,"（使）膨胀，扩大：enlarge, expand, wide；详细表达：more fully greater detail",0,04/12/2020,0,0,0,0
623,dilatory,拖延的，磨蹭的：cause delay procrastination,0,04/12/2020,0,0,0,0
624,dilettante,业余爱好者（对艺术或知识领域涉猎浅薄者）／缺乏专业技术的：superficial interest/lacking expert skill,0,04/12/2020,0,0,0,0
625,diligent,"勤勉的，辛勤的：steady, earnest, energetic",0,04/12/2020,0,0,0,0
626,dilute,"稀释／经稀释的：concentrated/low strength, concentration；削弱：diminish strength, flavor, brilliance",0,04/12/2020,0,0,0,0
627,diminish,"（使）变小，（使）减少：smaller, less；轻视，贬低：lessen, belittle",0,04/12/2020,0,0,0,0
628,din,喧闹声，嘈杂声：loud noise；重复，使人厌烦地反复灌输：again,0,04/12/2020,0,0,0,0
629,dingy,"昏暗的；肮脏的：darkened, dirty",0,04/12/2020,0,0,0,0
630,diocesan, 主教管辖区的：diocese,0,04/12/2020,0,0,0,0
631,diplomatic,使用策略的，机智的：tact,0,04/12/2020,0,0,0,0
632,dire,"不吉利的，不详的：calamity；可怕的，恐怖的：fear；迫切的：immediate, urgent；悲惨的：lacking cheer",0,04/12/2020,0,0,0,0
633,dirge,"挽歌：solemn, mournful music",0,04/12/2020,0,0,0,0
634,disabuse,"打消错误念头，纠正：free from error, fallacy, misconception",0,04/12/2020,0,0,0,0
635,disaffected,不满的，叛逆的：discontented,0,04/12/2020,0,0,0,0
636,disarm,解除武装：reduce armed forces；使息怒，平息，抚慰：lessen；使无害：harmless,0,04/12/2020,0,0,0,0
637,disarray,"混乱，无秩序：lack order；使混乱：undo order, arrangement",0,04/12/2020,0,0,0,0
638,disavow,拒绝承认，否认：disclaim,0,04/12/2020,0,0,0,0
639,discern,"识别，辨别差异：perceive, detect",0,04/12/2020,0,0,0,0
640,discharge,"解雇：dismiss；释放：free；不承担责任：freeing obligation, responsibility",0,04/12/2020,0,0,0,0
641,disciple,信徒，追随者：follower,0,04/12/2020,0,0,0,0
642,discombobulate,"使不安，使混乱：upset, confuse",0,04/12/2020,0,0,0,0
643,discomfit,使尴尬：embarrassment；阻碍：prevent,0,04/12/2020,0,0,0,0
644,discommode,打扰，使不便：trouble,0,04/12/2020,0,0,0,0
645,discompose,"使不安：disturb composure, perturb；使混乱：undo order, arrangement",0,04/12/2020,0,0,0,0
646,disconcert,使不安：disturb,0,04/12/2020,0,0,0,0
647,discord,"意见不一致，不和谐：lack agreement, harmony",0,04/12/2020,0,0,0,0
648,discredit,"羞耻，使丧失名誉：damage reputation, disgrace；怀疑，不相信：not true, real",0,04/12/2020,0,0,0,0
649,discrepancy,"（在事实和宣称之间的）差异或矛盾：divergence, disagreement",0,04/12/2020,0,0,0,0
650,discrete,离散的，不连续的：separate,0,04/12/2020,0,0,0,0
651,discretion,"谨慎：discreet, circumspection；自制，节制：checking",0,04/12/2020,0,0,0,0
652,discretionary,自主决定的：one’s own discretion,0,04/12/2020,0,0,0,0
653,discriminate,"区分：perceive distinguishing, recognize；歧视：difference",0,04/12/2020,0,0,0,0
654,discursive,（谈话内容）杂乱的：without order,0,04/12/2020,0,0,0,0
655,disdain,轻视，鄙视：scorn,0,04/12/2020,0,0,0,0
656,disengage,"分开，使脱离：set free, entanglement",0,04/12/2020,0,0,0,0
657,disgorge,"呕吐出：discharge, vomit；被迫放弃：give up",0,04/12/2020,0,0,0,0
658,disgruntle,使发怒，使不满意：discontented；使疏远，使不友好unfriendly,0,04/12/2020,0,0,0,0
659,disguise,伪装（防止被认出）：prevent recognition；隐藏，掩饰：secret shut off,0,04/12/2020,0,0,0,0
660,disinclination,"不喜欢，厌恶，不情愿：lack willingness, desire ",0,04/12/2020,0,0,0,0
661,disinfect,消毒，使无菌：free from infection,0,04/12/2020,0,0,0,0
662,disjointed,机能失调的：out orderly function；不连贯的：not connected,0,04/12/2020,0,0,0,0
663,disinter,（从墓地里）掘出：take out ,0,04/12/2020,0,0,0,0
664,disinterested,"公正的，无偏见的：free from selfish, unbiased；没有兴趣的：lack interest, concern",0,04/12/2020,0,0,0,0
665,disjunctive,分离的：breaks disunity,0,04/12/2020,0,0,0,0
666,dismantle,"分解，分拆：pieces, destroy integrity",0,04/12/2020,0,0,0,0
667,dismay,"使失去勇气：lose courage；使不安，使焦虑：trouble, uneasy",0,04/12/2020,0,0,0,0
668,disparage,"贬低；轻蔑地说：lower, disrespectful",0,04/12/2020,0,0,0,0
669,disparate,"迥然不同的：distinct, different dissimilar",0,04/12/2020,0,0,0,0
670,dispassionate,客观公正的，不易被情绪或偏见影响的：unaffected,0,04/12/2020,0,0,0,0
671,dispatch,迅速：promptness；发送，派遣：one place to another；使死亡：deprive life；获胜，胜过…：victory,0,04/12/2020,0,0,0,0
672,dispose,"使倾向于：tendency incline；处理掉（与of连用，dispose of）：get rid of, throw out；有序地布置：orderly",0,04/12/2020,0,0,0,0
673,disregard,漠视，不关注：no attention；缺乏兴趣，缺乏关心：interest concern,0,04/12/2020,0,0,0,0
674,dissect,"仔细分析：examine, analyze minute；切成片（尤其是为了解剖研究）：cut apart separate",0,04/12/2020,0,0,0,0
675,dissemble,用假象隐藏真相，掩饰：false,0,04/12/2020,0,0,0,0
676,disseminate,"散播，传播：spread, promulgate",0,04/12/2020,0,0,0,0
677,dissension,"意见不合：difference, disagreement",0,04/12/2020,0,0,0,0
678,dissent,持异议，不同意：differ；反对正统：departure accepted；不和谐：lack harmony,0,04/12/2020,0,0,0,0
679,dissipate,"驱散：drive away, disperse；浪费：wastefully, squander；放纵：indulge, intemperate",0,04/12/2020,0,0,0,0
680,dissolute,"放荡的，无节制的：restraint, indulging",0,04/12/2020,0,0,0,0
681,dissolve,"溶解融化：solution；解散：break into parts, disintegrate；驱散；（使）消失：cease visible；废除，撤销：end",0,04/12/2020,0,0,0,0
682,dissonance,（音调）不和谐，刺身；不一致，分歧：disagreeable,0,04/12/2020,0,0,0,0
683,dissuade,"劝阻，反对：deter persuasion, exhortation",0,04/12/2020,0,0,0,0
684,distain,"贬损，伤害（某人的）名誉：lose honor, respect, reputation；弄脏：dirty",0,04/12/2020,0,0,0,0
685,distal,远离中心的，（神经）末梢的：situated away,0,04/12/2020,0,0,0,0
686,distend,（使）膨胀：expand,0,04/12/2020,0,0,0,0
687,distill,"对…用蒸馏法提高纯度：increase, purify；（使）渗出；（使）滴下：fall drops",0,04/12/2020,0,0,0,0
688,distort,扭曲，歪曲：twist,0,04/12/2020,0,0,0,0
689,distract,"转移（注意力），使分心：draw, direct different；使焦虑，使不安：trouble, uneasy；疯狂的：insane, mad",0,04/12/2020,0,0,0,0
690,distraught,"精神狂乱的，极疯狂的：agitated, insane",0,04/12/2020,0,0,0,0
691,diurnal,白天发生或行动的：daytime；每天的：every day；期刊：publication at regular intervals,0,04/12/2020,0,0,0,0
692,diverge,"改变方向：change；（使）分叉，散开：different directions central；分歧：different, differ；离题：depart from",0,04/12/2020,0,0,0,0
693,diversity,"多样性：variety, multiformity；分歧，不同点：different",0,04/12/2020,0,0,0,0
694,divert,"使转向：turn, deflect；使消遣：agreeably；使分心：draw something else",0,04/12/2020,0,0,0,0
695,divestiture,剥夺：taking away,0,04/12/2020,0,0,0,0
696,divulge,"泄露（秘密）：known confidence, secret",0,04/12/2020,0,0,0,0
697,dodder,蹒跚，颤巍巍地行进：progress unsteadily,0,04/12/2020,0,0,0,0
698,dodge,躲避：avoid,0,04/12/2020,0,0,0,0
699,doff,"脱下：take off, remove",0,04/12/2020,0,0,0,0
700,dogged,"坚持的，坚决的：continuing, slackening, yielding]；固执的，任性的：sticking to",0,04/12/2020,0,0,0,0
701,dogma,教条，信条：doctrine stated authoritatively,0,04/12/2020,0,0,0,0
702,doldrums,低迷，中断：inactivity；情绪不佳：low spirits,0,04/12/2020,0,0,0,0
703,dolorous,"忧伤的：misery, grief",0,04/12/2020,0,0,0,0
704,dolt,笨蛋：stupid,0,04/12/2020,0,0,0,0
705,domicile,住所，住宅：residence；为…提供住处：provide domicile,0,04/12/2020,0,0,0,0
706,dominant,处于支配地位的：controlling others；（基因）显性的：genetic dominance,0,04/12/2020,0,0,0,0
707,don,穿上：put on,0,04/12/2020,0,0,0,0
708,donor,捐赠人，给体：donates,0,04/12/2020,0,0,0,0
709,doodle,（无目的）地乱涂乱画：aimlessly；漫无目的地打发时光：aimless activity,0,04/12/2020,0,0,0,0
710,dormant,静止的，不活跃的：inactivity；（动物）冬眠的：suspended,0,04/12/2020,0,0,0,0
711,dour,闷闷不乐的，死气沉沉的：gloomy；严厉的：harsh,0,04/12/2020,0,0,0,0
712,douse,熄灭：put out；弄湿：wet,0,04/12/2020,0,0,0,0
713,downplay,轻描淡写：，不予重视：minimize significance,0,04/12/2020,0,0,0,0
714,downpour,倾盆大雨：heavy rain,0,04/12/2020,0,0,0,0
715,doyen,有经验的人，资深人士：knowledge experience；（加入时间较长的）高级会员：senior member,0,04/12/2020,0,0,0,0
716,doze,小憩：lightly,0,04/12/2020,0,0,0,0
717,draconian,极其残酷的，十分严厉的：harsh,0,04/12/2020,0,0,0,0
718,drawl,慢吞吞地说：speak slowly,0,04/12/2020,0,0,0,0
719,dreary,单调乏味的：nothing cheer；令人不悦的：causing unhappiness,0,04/12/2020,0,0,0,0
720,drench,使湿透，浸透：wet thoroughly,0,04/12/2020,0,0,0,0
721,drivel,胡言乱语：meaningless；胡言乱语，说傻话：talk stupidity,0,04/12/2020,0,0,0,0
722,drizzle,（下）细小、轻柔、似雾的雨，毛毛雨：misty rain,0,04/12/2020,0,0,0,0
723,droll,古怪有趣的，离奇可笑的：amusingly odd,0,04/12/2020,0,0,0,0
724,drone,低沉单调地说；嗡嗡地叫：talk monotonous；（昆虫振翅般）单调嗡嗡的声音：monotonous sound；混日子：doing nothing,0,04/12/2020,0,0,0,0
725,drudgery,苦工；单调、卑贱或无趣的工作：tedious work,0,04/12/2020,0,0,0,0
726,dubious,"充满不定性的，值得怀疑的：uncertainty, questionable；（对事实等）持怀疑态度的：not feeling sure；迟疑不决的，不愿行动的：slow to begin because of doubts",0,04/12/2020,0,0,0,0
727,ductile,可塑的，有延展性的：malleable；易受影响的：easily led,0,04/12/2020,0,0,0,0
728,dulcet,悦耳的，令人愉悦的：melodious,0,04/12/2020,0,0,0,0
729,dullard,笨蛋：stupid,0,04/12/2020,0,0,0,0
730,dupe,复制品，复制：exactly like something else；易受骗的人：easily deceived；欺骗：deceive,0,04/12/2020,0,0,0,0
731,duplicity,欺骗，口是心非：deceptiveness,0,04/12/2020,0,0,0,0
732,dwindle,逐渐减少：gradually less,0,04/12/2020,0,0,0,0
733,dyspeptic,脾气坏的：bad-tempered；消化不良的：dyspepsia,0,04/12/2020,0,0,0,0
734,earnest,严肃认真的：serious,0,04/12/2020,0,0,0,0
735,earshot,听力所及的范围：range hear,0,04/12/2020,0,0,0,0
736,earsplitting,震耳欲聋的：distressingly loud,0,04/12/2020,0,0,0,0
737,eavesdrop,偷听：listen secretly,0,04/12/2020,0,0,0,0
738,ebullient,热情奔放的：zestfully,0,04/12/2020,0,0,0,0
739,eccentric,行为出格的，不循规蹈矩的：deviating conventional,0,04/12/2020,0,0,0,0
740,éclat,辉煌成就：success,0,04/12/2020,0,0,0,0
741,eclipse,下降，衰退：lower state；使声望下降，使黯然失色：diminish importance；（在数量、品质上）超越：be greater,0,04/12/2020,0,0,0,0
742,ecstasy,无法自控的情绪：beyond self-control；狂喜：intense joy,0,04/12/2020,0,0,0,0
743,ecumenical,全球基督教会的：whole churches；世界范围的，普遍性的：worldwide,0,04/12/2020,0,0,0,0
744,edible,可食用的：eaten,0,04/12/2020,0,0,0,0
745,edifice,大厦；大建筑物：massive structure；基础，基本结构：basic form,0,04/12/2020,0,0,0,0
746,efface,擦掉，抹去；使不明显：make indistinct,0,04/12/2020,0,0,0,0
747,effervesce,冒泡：bubble；兴奋，热情洋溢：high spirits,0,04/12/2020,0,0,0,0
748,effete,衰弱的，衰落的：depleted；缺乏信念的，懦弱的：lacking strength of will,0,04/12/2020,0,0,0,0
749,effluvium,难闻的气味：offensive smell；没有的副产品，废品：by-product waste,0,04/12/2020,0,0,0,0
750,effrontery,"厚颜无耻，放肆大胆：disregard, courtesy",0,04/12/2020,0,0,0,0
751,effulgent,光辉灿烂的：resplendent,0,04/12/2020,0,0,0,0
752,effusive,感情泛滥的／溢于言表的；感情表达不节制的／过度的；过分多情的:unrestrained in emotional expression ,0,04/12/2020,0,0,0,0
753,egalitarian,平等主义的：promoting equal rights,0,04/12/2020,0,0,0,0
754,egoistic,利己的，以自我为中心的：centered in oneself,0,04/12/2020,0,0,0,0
755,elaborate,详细的，复杂的：complexity；详细阐述：in detail,0,04/12/2020,0,0,0,0
756,elastic,有弹性的：resuming shape；能（迅速从伤痛中）恢复的：recovering from depression,0,04/12/2020,0,0,0,0
757,elate,使开心，使自豪：fill with joy,0,04/12/2020,0,0,0,0
758,eleemosynary,慈善的：charity,0,04/12/2020,0,0,0,0
759,elegy,哀歌（诗），挽歌（诗）：expressing sorrow,0,04/12/2020,0,0,0,0
760,elephantine,巨大的：enormous size；笨拙的：clumsy,0,04/12/2020,0,0,0,0
761,elevate,（在道德、智力、文化水平上）提升：improve；使兴奋：raise spirits,0,04/12/2020,0,0,0,0
762,elicit,激起，唤起：bring out,0,04/12/2020,0,0,0,0
763,elliptical,含糊不清的：obscurity；椭圆的：ellipse,0,04/12/2020,0,0,0,0
764,elucidate,阐明：make lucid,0,04/12/2020,0,0,0,0
765,emaciate,使消瘦，使衰弱：become thin；削弱：feeble,0,04/12/2020,0,0,0,0
766,emancipate,解放，解除束缚：free,0,04/12/2020,0,0,0,0
767,embargo,贸易禁止令：prohibition on commerce,0,04/12/2020,0,0,0,0
768,embark,上船：go abroad；开始从事：start,0,04/12/2020,0,0,0,0
769,embarrass,使尴尬：experience distress；阻挠，制造障碍：create difficulty,0,04/12/2020,0,0,0,0
770,embed,嵌入：enclose,0,04/12/2020,0,0,0,0
771,embezzle,盗用：appropriate,0,04/12/2020,0,0,0,0
772,embolden,鼓励，使大胆：instill courage,0,04/12/2020,0,0,0,0
773,emboss,以浮雕效果妆点，装饰：ornament with raised work,0,04/12/2020,0,0,0,0
774,embrace,"乐于接受：willingly, eagerly；保围：surround",0,04/12/2020,0,0,0,0
775,embroider,（时常伴有夸张和想象内容地）详细说明：give elaborate account,0,04/12/2020,0,0,0,0
776,emigrate,移民，移居海外：leave ,0,04/12/2020,0,0,0,0
777,eminent,杰出：above others,0,04/12/2020,0,0,0,0
778,emollient,起缓和作用的：less intense,0,04/12/2020,0,0,0,0
779,emulate,效仿并努力超越：excel through imitation,0,04/12/2020,0,0,0,0
780,enact,制定或颁布（法律）：establish,0,04/12/2020,0,0,0,0
781,enamel,涂亮漆；使具有光滑或亮泽的表面：give a glossy surface；用亮丽的表面装饰：adorn,0,04/12/2020,0,0,0,0
782,encomium,赞颂之词：praise,0,04/12/2020,0,0,0,0
783,encompass,组成，包含：include；包围：envelop,0,04/12/2020,0,0,0,0
784,encumber,阻碍，妨碍：impede；给…增添负担：place burden,0,04/12/2020,0,0,0,0
785,endemic,地方性的：to a particular region,0,04/12/2020,0,0,0,0
786,endorse,公开支持，推崇：express approval,0,04/12/2020,0,0,0,0
787,enervate,使衰弱：weaken；使麻木：deprive of emotional vitality,0,04/12/2020,0,0,0,0
788,enfranchise,给予…权力（例如选举权）：endow rights；解放：set free,0,04/12/2020,0,0,0,0
789,engender,引起，使发展：cause；产生，出现：come into existence,0,04/12/2020,0,0,0,0
790,engross,使全神贯注：occupy exclusively,0,04/12/2020,0,0,0,0
791,enigma,难以理解或解释的事物，谜：hard to understand,0,04/12/2020,0,0,0,0
792,enlighten,"使知道，启发：inform, instruct；（在道德或精神上）进行教育：provide moral understanding",0,04/12/2020,0,0,0,0
793,enmity,敌意：mutual hatred,0,04/12/2020,0,0,0,0
794,ennoble,使尊贵：noble,0,04/12/2020,0,0,0,0
795,ennui,"倦怠；缺乏兴趣：listlessness, lack of interest",0,04/12/2020,0,0,0,0
796,ensemble,合唱，合奏曲：two or move vocalists,0,04/12/2020,0,0,0,0
797,ensconce,安置：settle securely；隐藏：hiding,0,04/12/2020,0,0,0,0
798,ensue,紧随其后：afterward,0,04/12/2020,0,0,0,0
799,entangle,使卷入，使纠缠：twist confused mass；使变复杂或困难：complex or difficult,0,04/12/2020,0,0,0,0
800,enthusiasm,热情，兴趣：desire or interest,0,04/12/2020,0,0,0,0
801,entice,"诱使：tempt, lure",0,04/12/2020,0,0,0,0
802,entrance,"进入权，进入许可：means of entering or participation；使入迷：wonder, enchantment",0,04/12/2020,0,0,0,0
803,entrap,诱骗：lure,0,04/12/2020,0,0,0,0
804,entreat,"恳求：plead persuade, ask urgently",0,04/12/2020,0,0,0,0
805,enunciate,清晰地说：articulate；公开宣布，宣称：openly or publicity,0,04/12/2020,0,0,0,0
806,ephemeral,短暂的：very short time,0,04/12/2020,0,0,0,0
807,epic,宏大的，超凡脱俗的：surpassing the usual,0,04/12/2020,0,0,0,0
808,epicure,美食家：discriminating tastes,0,04/12/2020,0,0,0,0
809,epigram,机智的短诗，警句：short witty,0,04/12/2020,0,0,0,0
810,epilogue,文学作品的结局：concluding section literary；戏剧的收场白：final scene of a paly,0,04/12/2020,0,0,0,0
811,epithet,外号，绰号：descriptive name,0,04/12/2020,0,0,0,0
812,epitomize,"摘要，概括：short statement, main points；代表，体现，是…的典型范例：represent a typical example of",0,04/12/2020,0,0,0,0
813,equable,（脾气、性情）温和的：serene,0,04/12/2020,0,0,0,0
814,equity,不偏不倚，公平：lack of favoritism,0,04/12/2020,0,0,0,0
815,equivalent,等价的，相等的：equal,0,04/12/2020,0,0,0,0
816,equivocate,（带有欺骗目的地）模棱两可地说，说谎话：equivocal,0,04/12/2020,0,0,0,0
817,erode,侵蚀，慢慢减少：consume gradually,0,04/12/2020,0,0,0,0
818,errant,居无定所的：from place to place；误入歧途的，犯错误的：straying proper course or standards,0,04/12/2020,0,0,0,0
819,erratic,善变的：not constant；异常的，不同寻常的：different from the ordinary,0,04/12/2020,0,0,0,0
820,erudite,博学的：learned,0,04/12/2020,0,0,0,0
821,escalate,（使）（战争等）升级，扩大：increase,0,04/12/2020,0,0,0,0
822,eschew,刻意避开；戒绝：avoid,0,04/12/2020,0,0,0,0
823,esoteric,深奥难懂的：difficult to understand；少数人知道的：not known by the general,0,04/12/2020,0,0,0,0
824,espouse,"支持；拥护：support；与…结婚：marriage, marry",0,04/12/2020,0,0,0,0
825,esteem,"尊重：respect, prize",0,04/12/2020,0,0,0,0
826,estimable,值得尊敬的：admirable,0,04/12/2020,0,0,0,0
827,estrange,"使疏远，离间，使感情失和：enmity, indifference, friendliness",0,04/12/2020,0,0,0,0
828,etch,蚀刻；留下深刻印象，铭记：produce a vivid impression,0,04/12/2020,0,0,0,0
829,eternal,"永恒的：infinite duration, everlasting, perpetual",0,04/12/2020,0,0,0,0
830,ethereal,"轻巧精致的：lightness, highly refined, delicate；天国的：heaven；非物质的，精神（上）的：spiritual, not composed of matter",0,04/12/2020,0,0,0,0
831,ethics,道德规范：governing conduct,0,04/12/2020,0,0,0,0
832,eulogize,称赞，颂扬：speak in high praise of,0,04/12/2020,0,0,0,0
833,euphemism,婉言，委婉的说法：inoffensive expression,0,04/12/2020,0,0,0,0
834,euphonious,悦耳的：pleasing,0,04/12/2020,0,0,0,0
835,euphoria,感觉极其愉快：overwhelming usually pleasurable,0,04/12/2020,0,0,0,0
836,evacuate,撤空：empty or remove；撤退：remove,0,04/12/2020,0,0,0,0
837,evanescent,逐渐消失的，短暂的：vanish,0,04/12/2020,0,0,0,0
838,evasive,难以发现，捕捉，分离的；含糊其辞的：equivocal,0,04/12/2020,0,0,0,0
839,everlasting,永恒的，持久的：forever,0,04/12/2020,0,0,0,0
840,evict,赶出，逐出：expel,0,04/12/2020,0,0,0,0
841,evince,表明：make known,0,04/12/2020,0,0,0,0
842,evoke,唤起，引发：call up,0,04/12/2020,0,0,0,0
843,exacerbate,使加剧，使恶化：severe,0,04/12/2020,0,0,0,0
844,exacting,"严格的，苛求的：rigorous；费时间心思的：requiring time, effort, attention",0,04/12/2020,0,0,0,0
845,exalt,提升，提拔：raise；赞扬：praise,0,04/12/2020,0,0,0,0
846,exasperate,激怒：excite,0,04/12/2020,0,0,0,0
847,excavate,挖掘，挖空：dig out,0,04/12/2020,0,0,0,0
848,exceptional,"例外的，特别的，非凡的：uncommon, extraordinary",0,04/12/2020,0,0,0,0
849,excoriate,严厉批评：criticize harshly publicly,0,04/12/2020,0,0,0,0
850,excrete,排泄：discharge,0,04/12/2020,0,0,0,0
851,excruciate,折磨，使痛苦：pain,0,04/12/2020,0,0,0,0
852,exculpate,声明无罪；开脱，使无罪：clear fault guilt,0,04/12/2020,0,0,0,0
853,excursive,离题的；散漫的：passing,0,04/12/2020,0,0,0,0
854,execrate,谴责：morally wrong or evil；痛恨：dislike strongly,0,04/12/2020,0,0,0,0
855,exemplary,"榜样的，值得效仿的：being a pattern, imitated；作为警告的：warning",0,04/12/2020,0,0,0,0
856,exempt,使免除：release liability,0,04/12/2020,0,0,0,0
857,exhaust,"耗尽：consume entirely, complete use of；筋疲力尽：wear out",0,04/12/2020,0,0,0,0
858,exhilarate,"使高兴；使兴奋：cheerful, excited",0,04/12/2020,0,0,0,0
859,exhort,敦促，力劝：urge strong,0,04/12/2020,0,0,0,0
860,exigent,紧急的：immediate,0,04/12/2020,0,0,0,0
861,exodus,大批离去：departure,0,04/12/2020,0,0,0,0
862,exonerate,免除责备：free from blame,0,04/12/2020,0,0,0,0
863,exorbitant,过度的：exceeding the customary or appropriate limits,0,04/12/2020,0,0,0,0
864,exotic,外来的，不同寻常的：unusual,0,04/12/2020,0,0,0,0
865,expansive,"广阔的：great expanse；健谈的，外向的：open, talkative, effusive",0,04/12/2020,0,0,0,0
866,expedite,加快进程：speed up the progress,0,04/12/2020,0,0,0,0
867,expedition,动作迅速：speed,0,04/12/2020,0,0,0,0
868,expiate,赎罪，纠正：extinguish the guilt,0,04/12/2020,0,0,0,0
869,expire,断气，死亡：die；到期：come to an end,0,04/12/2020,0,0,0,0
870,explicit,表达清晰的：fully revealed or expressed；成熟的，完全形成的：fully developed,0,04/12/2020,0,0,0,0
871,exploit,英雄行为：notable act；最大程度地利用：employ,0,04/12/2020,0,0,0,0
872,exponent,倡导者，支持者：advocates；实践者，典型代表：full realization,0,04/12/2020,0,0,0,0
873,expurgate,净化（书等），删去（不当处）：remove,0,04/12/2020,0,0,0,0
874,exquisite,成都强烈的：extreme；精致精巧的：refined taste,0,04/12/2020,0,0,0,0
875,extant,"现存的：not destroyed, extinct",0,04/12/2020,0,0,0,0
876,extemporize,即兴表现：without prior preparation,0,04/12/2020,0,0,0,0
877,extenuate,减轻罪过：lessen the seriousness,0,04/12/2020,0,0,0,0
878,extinct,灭绝的：no longer existing,0,04/12/2020,0,0,0,0
879,extinguish,熄灭：put out；终止：bring to a complete end,0,04/12/2020,0,0,0,0
880,extol,赞美；吹捧：praise,0,04/12/2020,0,0,0,0
